gene_name,glu1,glu2,glu6,glu7,glu11,glu12,gly1,gly2,gly6,gly7,gly11,gly12
aas,3.552876099,3.977270191,3.668374493,4.081675695,4.162732011,4.637575647,2.838199673,3.369365381,3.542781318,3.533896365,3.478994982,1.898039616
aat,2.869000612,2.937542598,3.859553062,2.77460641,3.408688896,3.41839379,1.845238606,1.909857469,2.940786701,2.464111871,0.400375956,2.231895253
abgA,2.700105232,1.069845507,-0.081165644,1.07954682,2.582578473,0.743193164,-1.14456266,1.593346297,0.950201861,0.261889892,2.096977156,2.231895253
abgB,1.50675362,0.04093922,1.239066079,0.124258233,2.110500387,0.993108595,0.639427359,1.181552541,1.335513986,1.142112545,1.887696574,0.804561649
abgR,3.450374263,2.741607747,2.816710004,2.312245118,3.079237974,1.84655887,2.838199673,3.089641103,2.829743201,2.885061637,2.717142687,3.389035879
abgT,2.287124403,1.909674822,1.06506632,1.07954682,2.293045961,1.202582163,1.481501414,0.915725688,0.950201861,1.863384156,1.341744444,-1.14456266
accA,7.181426773,7.818360007,7.471818208,8.230884848,7.609577994,8.102644627,6.432997182,6.592263481,6.828763038,6.702370682,6.612340105,6.224055203
accB,5.944260291,6.983586359,6.800217866,7.328563687,6.94143513,7.376723139,5.740276141,6.250466881,6.985368757,6.123627313,5.310126879,5.066434401
accC,7.911593803,8.527984467,8.545622424,8.737056653,8.499621772,8.317096964,7.467622451,8.121903862,9.174415683,8.461342564,8.02747498,7.746739058
accD,7.00311264,6.832315524,6.212759004,6.525177147,6.837024287,7.310073914,5.740276141,6.277755998,6.130066621,6.295760043,6.586891964,6.278545747
aceA,4.471922423,3.263708482,2.918707025,3.298080719,4.151060972,2.800514418,4.563383936,4.384327196,5.237798669,5.063960999,5.390780372,4.981370547
aceB,7.300204301,4.905364271,6.008995153,4.382031256,4.822632178,4.28839019,5.498854764,5.101612473,5.583029683,5.813513264,6.987782639,6.797007114
aceE,11.7862699,11.5554022,11.27203935,11.28084414,11.93339352,10.82038096,9.655507019,9.980908814,9.771778655,10.65982908,10.56602217,9.548829556
aceF,9.774197775,9.495558394,9.068553865,9.136585887,10.14324679,9.309657157,8.005689586,8.155392159,8.142359025,9.005153094,9.150428922,8.12434629
aceK,3.396246232,3.109874429,2.648628761,2.562090015,3.275092125,2.328850255,4.357887081,4.077573058,5.237798669,4.64835278,4.531955639,4.890972848
ackA,6.860739746,6.263187842,5.64393925,5.66913444,7.208765152,5.811757609,4.563383936,5.533879227,5.599986522,4.847963526,5.827365508,4.843556128
acnA,7.029975611,6.672470851,6.443344199,6.936682896,6.642492171,6.842804326,8.016655658,7.617900301,7.054654361,7.852332805,8.289150923,7.099038992
acnB,10.40322156,10.4852575,9.828812174,10.08924367,10.19039362,9.931734896,10.60579208,10.96460558,11.04543785,10.71515291,11.61599705,10.45736959
acpD,5.02862589,4.687514244,3.982067889,4.704589469,4.731565565,3.25926669,3.30810401,3.913148221,4.812423203,4.319084827,4.342119852,3.515622458
acpP,9.618456834,9.654336894,9.654318252,9.667012745,10.07245515,9.595530511,9.213155557,10.23913676,9.953440251,9.923953622,10.01022521,9.15636351
acpS,2.161956914,2.030199546,1.772119263,2.693353613,2.547210833,2.169695258,0.983904798,1.909857469,2.433038119,1.863384156,2.096977156,-1.14456266
acpT,2.024617477,2.66984026,2.524469212,2.77460641,2.762833939,3.190328614,1.675275111,2.741810914,2.577877013,1.863384156,2.440603361,0.804561649
acrA,7.371951213,7.130502146,6.780110506,7.30323295,7.13222723,6.947240994,6.806013547,6.717124897,6.346465109,6.337840219,6.516750309,5.960787357
acrB,8.305258958,8.163716985,8.31933962,8.424218967,8.353976653,7.723566128,7.59892231,7.662578831,7.940838137,7.931413409,8.011623946,7.138856434
acrD,2.607531025,2.594274625,3.227503291,3.060098585,2.823126441,2.974838507,1.845238606,1.402984775,2.433038119,2.885061637,1.641516703,2.231895253
acrE,0.169307087,-1.14456266,-1.14456266,-1.14456266,-0.165749464,-0.563826259,-1.14456266,-1.14456266,-1.14456266,-1.14456266,0.400375956,-1.14456266
acrF,1.005901477,1.909674822,1.656951679,1.429612449,2.15839243,2.095594769,1.996751073,2.574940804,1.880704813,1.863384156,0.955758142,1.458599818
acrR,1.005901477,1.909674822,2.918707025,2.515506793,1.021243697,3.314290528,1.996751073,0.57980147,-1.14456266,2.195417295,0.955758142,2.501831767
acs,5.774610513,4.613275881,4.555755506,4.23252161,2.990117586,3.552529446,8.306637733,8.114355261,7.793851748,7.019216126,8.696551872,7.35711871
actP,2.869000612,1.632120246,0.328725926,0.780805482,1.872213685,1.84655887,5.93782416,5.621697844,5.832977856,4.140297819,6.07931016,5.259434137
ada,1.872409522,0.813307996,1.239066079,1.939368689,1.68735496,1.340552926,1.255666409,0.10884003,1.880704813,1.142112545,1.341744444,1.898039616
add,5.288035752,4.430786254,4.406287667,3.638246641,5.050079403,2.784981838,2.577489015,4.077573058,3.676850297,3.798131235,4.458993237,4.459142826
ade,2.946518091,1.632120246,2.315226014,1.789321157,1.719920157,1.84655887,1.845238606,2.044750511,1.335513986,1.42689579,2.948738551,2.728660382
adhE,10.14874454,9.441626939,10.30224373,9.403769648,11.5747397,8.819166021,9.410642032,9.391916316,9.660006108,10.51421399,9.950785861,10.07153992
adhP,1.701594873,1.909674822,2.238018242,2.650926218,2.134649391,2.800514418,2.577489015,2.741810914,3.043839098,2.03916712,2.837620345,2.231895253
adiA,2.024617477,1.909674822,2.238018242,1.866355798,0.718619532,1.784647728,1.481501414,1.760580758,0.950201861,0.778581957,1.641516703,-1.14456266
adiY,0.169307087,-1.14456266,-1.14456266,-1.14456266,0.3162332,-1.14456266,0.154497435,-1.14456266,-1.14456266,0.261889892,-1.14456266,-1.14456266
adk,6.943134587,6.497848308,5.974018158,6.593641578,7.85083034,7.449654582,5.460814569,5.378682627,6.231479414,5.00248936,5.246531873,5.107155918
adrA,-1.14456266,0.490617291,0.626040423,1.07954682,0.648269063,0.516202858,0.639427359,1.181552541,0.396002577,0.778581957,0.955758142,-1.14456266
aegA,3.339999835,2.244134095,3.013921285,2.81356451,2.376196883,2.350195651,1.675275111,1.402984775,2.433038119,2.195417295,3.148053403,-1.14456266
aer,2.607531025,1.909674822,2.315226014,2.562090015,2.715885433,2.890327556,3.188788908,1.909857469,2.940786701,2.336112447,3.148053403,2.231895253
aes,1.50675362,1.469254964,1.878486406,1.322734996,1.221030684,0.935052876,1.845238606,2.81846539,2.271761073,1.662278962,3.051855849,2.231895253
agaA,1.50675362,1.632120246,1.393037856,0.59996766,1.654006666,0.810426666,0.154497435,1.760580758,0.950201861,1.662278962,0.400375956,1.898039616
agaB,0.169307087,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.151607991,0.154497435,-1.14456266,-1.14456266,0.261889892,-1.14456266,-1.14456266
agaC,-1.14456266,-1.14456266,-0.081165644,0.124258233,-0.340399338,0.121745392,-1.14456266,-1.14456266,0.950201861,0.261889892,-1.14456266,0.804561649
agaD,-1.14456266,-1.14456266,-0.081165644,-1.14456266,-0.165749464,-0.005082435,-1.14456266,0.10884003,-1.14456266,-1.14456266,-1.14456266,-1.14456266
agaE,0.169307087,0.04093922,0.328725926,0.938810998,1.021243697,0.596683146,2.258187993,0.915725688,1.335513986,1.142112545,1.887696574,-1.14456266
agaF,1.50675362,1.632120246,1.656951679,1.621147031,0.966163097,0.993108595,1.255666409,0.915725688,1.880704813,2.336112447,1.341744444,1.458599818
agaI,-1.14456266,0.04093922,0.328725926,-0.233394293,-0.340399338,-0.328638789,-1.14456266,0.10884003,0.396002577,0.261889892,-1.14456266,-1.14456266
agaR,3.781113532,3.916794537,4.705462124,4.673285531,4.719766935,4.08857301,4.150381458,4.2801787,3.857096996,3.280832743,4.214925963,2.501831767
agaS,-1.14456266,0.813307996,-1.14456266,0.124258233,-1.14456266,-0.563826259,-1.14456266,0.10884003,-1.14456266,-1.14456266,0.400375956,-1.14456266
agaW,-1.14456266,-1.14456266,-0.081165644,-1.14456266,0.104113823,-0.328638789,0.983904798,-1.14456266,0.396002577,-1.14456266,-1.14456266,-1.14456266
agaZ,0.658708418,0.04093922,1.393037856,1.322734996,0.90863663,0.596683146,1.255666409,2.167844039,2.089747114,0.778581957,1.887696574,1.458599818
agp,5.388336631,5.080875926,5.205170965,4.159071813,3.97688588,3.303453074,6.509518587,6.473375338,6.141693248,6.426310333,7.445005934,6.746354076
ahpC,9.38610487,9.34030943,9.724827746,9.69260098,10.15333014,9.506977794,10.25528907,10.48357881,9.355055312,8.513677899,9.647560712,8.876225661
ahpF,6.657540369,6.374091127,6.01474308,6.245585114,7.172446754,6.473448306,5.395096157,5.792252753,6.141693248,6.216776925,6.586891964,5.869063865
aidB,1.872409522,1.469254964,0.864408982,1.621147031,1.221030684,1.340552926,1.996751073,1.402984775,0.396002577,0.778581957,1.341744444,1.458599818
alaS,9.011292085,9.372302716,9.065095848,9.340845808,9.245808784,8.898564483,7.333726875,7.631185284,8.03111791,7.524543751,7.919488294,7.037173238
aldA,7.232432256,5.768706601,5.235025783,5.051534642,3.327955503,4.326301104,8.920319987,8.588937215,6.965880539,7.230528114,8.568058937,7.733796592
aldB,3.020056016,2.141213121,1.239066079,-1.14456266,1.221030684,1.048683592,5.012320714,3.804655043,2.940786701,3.280832743,4.634910367,3.631962725
aldH,6.044275751,6.136433883,4.42368141,5.857270774,7.030863215,6.403005553,7.681173441,6.536870072,6.284884271,5.992778751,6.694064303,4.981370547
alkA,3.552876099,3.853667527,3.69729008,4.097491115,4.022443418,4.030689551,3.86964614,4.594327311,3.394918736,4.140297819,3.685185387,4.459142826
allB,1.005901477,0.490617291,0.328725926,1.07954682,0.718619532,0.336426748,1.481501414,1.909857469,0.396002577,1.662278962,1.887696574,2.231895253
allC,1.50675362,1.469254964,1.06506632,2.008769244,2.435514444,2.371224964,1.481501414,1.760580758,1.880704813,2.03916712,1.887696574,1.898039616
allD,1.005901477,0.04093922,-0.081165644,-1.14456266,-0.165749464,-0.328638789,-1.14456266,0.10884003,-1.14456266,1.142112545,-1.14456266,-1.14456266
allP,-1.14456266,-1.14456266,-1.14456266,-0.233394293,-1.14456266,-1.14456266,0.154497435,0.10884003,-1.14456266,0.778581957,-1.14456266,-1.14456266
allR,6.146013684,6.695134646,7.70831577,7.914731388,6.589464973,6.62989296,6.74401861,6.854864481,5.875378243,6.426310333,6.251158265,6.278545747
alr,4.118279568,4.920834237,5.000223791,5.122779242,5.354700075,5.368498803,3.125194645,3.727500311,3.912490909,3.412926304,3.148053403,2.728660382
alsA,-1.14456266,0.04093922,0.328725926,0.124258233,1.68735496,0.596683146,1.481501414,1.593346297,-1.14456266,0.778581957,0.955758142,-1.14456266
alsB,1.872409522,1.284323171,0.864408982,1.07954682,2.085930983,1.651898241,2.577489015,1.909857469,1.880704813,2.464111871,1.641516703,1.458599818
alsC,0.169307087,0.490617291,-0.081165644,-1.14456266,0.493994953,0.23446579,0.639427359,0.57980147,0.950201861,0.261889892,-1.14456266,-1.14456266
alsE,2.287124403,0.490617291,0.626040423,0.938810998,1.751739463,1.048683592,1.845238606,0.915725688,0.950201861,2.581544051,1.341744444,0.804561649
alsK,1.005901477,-1.14456266,0.328725926,0.124258233,1.221030684,0.429826472,0.983904798,0.57980147,0.396002577,1.662278962,1.341744444,0.804561649
amiA,2.946518091,3.054700123,2.868616656,3.820892159,3.909197519,4.342248251,2.988868548,2.574940804,3.314863079,3.056677113,0.955758142,2.501831767
amiB,3.396246232,3.853667527,3.145844317,3.876963743,3.801297577,3.666791667,2.372776568,3.841735214,3.676850297,3.798131235,3.238206047,3.096523317
amiC,3.156702039,2.244134095,1.393037856,2.693353613,3.253389765,4.144220349,2.372776568,2.741810914,2.433038119,1.42689579,2.585564792,1.898039616
amn,5.999671831,5.689647961,5.419671868,5.637050292,6.402900302,5.821266826,6.605615487,6.165358372,5.995578244,6.50228503,6.525706798,5.693015926
ampD,3.781113532,4.035308594,3.668374493,3.594306625,3.793808405,3.335723238,3.830369867,3.804655043,3.676850297,4.319084827,3.685185387,3.096523317
ampE,4.572838776,3.718449416,3.69729008,3.213392485,4.022443418,3.788260467,3.830369867,4.333193505,4.01726939,4.44768603,4.382139907,4.520742021
ampG,2.946518091,4.27092816,3.884904066,4.382031256,4.337654502,4.994410474,2.988868548,3.687314521,4.450410319,3.845618938,3.619684692,3.515622458
ampH,3.648556922,3.645757877,3.413390689,3.701738873,3.763455919,3.990766635,2.915514321,3.208145339,3.857096996,3.845618938,2.440603361,2.728660382
amtB,6.358739907,6.38528417,4.259020946,5.843278069,6.22101188,5.967175115,8.618774064,7.402379519,3.043839098,6.524318543,7.069675375,6.994404558
anmK,5.147894522,4.294879557,5.24484162,5.07567602,4.316915584,4.08857301,5.395096157,5.301003122,4.659026421,4.800591248,5.911778907,5.552659643
ansA,4.183579732,4.758116538,4.137769358,4.683795876,4.959348432,5.209570717,4.330010862,4.077573058,3.470749835,3.056677113,2.948738551,3.250214154
ansB,3.738270261,2.997317952,1.977337143,2.959587103,2.529192451,3.166593538,2.838199673,2.483565826,2.577877013,2.790871234,3.478994982,2.92436909
ansP,2.402133773,2.429952245,2.524469212,2.198546665,3.398841768,3.130238383,1.845238606,0.57980147,0.950201861,1.662278962,1.341744444,2.231895253
apaG,1.701594873,2.809943836,2.458083344,2.650926218,2.747355123,2.800514418,1.255666409,1.760580758,1.880704813,2.690038402,1.341744444,1.458599818
apaH,3.339999835,3.645757877,3.958384548,3.948483134,4.263723805,4.06953578,2.838199673,2.385922444,3.857096996,3.412926304,1.887696574,3.631962725
apbA,3.978067213,3.402648158,3.884904066,3.722295367,3.755766735,3.45801186,3.418265311,3.514309881,3.314863079,3.798131235,3.685185387,3.739595723
aphA,5.763981528,4.920834237,6.966623702,6.431644254,4.028835589,3.105479645,7.983504165,7.981665684,6.39584765,7.278850938,7.406733676,6.493437144
appA,2.024617477,2.030199546,1.531325051,1.429612449,2.204714673,1.962721439,1.675275111,2.28107207,1.880704813,1.863384156,1.641516703,1.458599818
appB,1.872409522,0.04093922,2.156357825,1.707779131,1.39479921,1.719858046,0.983904798,1.593346297,1.335513986,1.142112545,1.641516703,0.804561649
appC,1.005901477,0.813307996,2.58789945,2.198546665,1.654006666,1.651898241,1.255666409,2.044750511,2.089747114,2.195417295,1.341744444,0.804561649
apt,3.552876099,3.853667527,3.013921285,3.801705643,3.708748557,4.749415607,1.481501414,1.909857469,2.709352471,1.142112545,1.887696574,0.804561649
aqpZ,1.50675362,1.284323171,1.393037856,2.074906101,2.181743192,1.962721439,2.258187993,1.760580758,0.950201861,1.142112545,1.341744444,2.231895253
araA,1.872409522,0.813307996,1.239066079,0.780805482,0.848411752,0.810426666,0.639427359,1.181552541,2.577877013,0.261889892,0.955758142,-1.14456266
araB,1.005901477,0.04093922,0.864408982,0.59996766,0.215468341,-0.328638789,0.983904798,0.915725688,0.950201861,0.261889892,0.955758142,0.804561649
araC,3.648556922,1.777799163,2.458083344,1.206669469,1.548844669,1.465745832,2.915514321,3.150115972,3.139979739,2.690038402,3.403127684,2.728660382
araD,0.169307087,0.04093922,-1.14456266,-1.14456266,-0.340399338,-0.563826259,0.154497435,0.57980147,0.396002577,-1.14456266,-1.14456266,-1.14456266
araE,2.508531198,2.937542598,1.772119263,2.198546665,2.314294782,2.529122468,1.996751073,1.909857469,1.634841947,1.142112545,2.27917705,1.458599818
araF,2.402133773,1.909674822,1.656951679,1.866355798,0.648269063,1.543254621,3.418265311,4.014037271,2.829743201,3.645476578,3.747834198,2.92436909
araG,1.701594873,1.469254964,1.239066079,1.07954682,0.573613538,1.296115878,1.845238606,2.044750511,0.950201861,1.42689579,2.837620345,2.728660382
araH,1.872409522,1.909674822,1.656951679,0.780805482,1.074094981,1.425280607,1.675275111,2.28107207,2.577877013,1.662278962,1.887696574,1.458599818
araJ,1.50675362,2.244134095,2.315226014,2.008769244,2.35586119,2.671255534,1.845238606,1.909857469,1.335513986,2.195417295,-1.14456266,0.804561649
arcA,9.50496024,9.019602693,9.175048815,9.424279363,9.049917509,8.53760815,10.5112612,9.560410819,8.074223985,9.523790092,9.866933669,9.096958723
arcB,6.835582488,6.934904099,8.843224474,8.661324069,7.054533848,6.508009341,8.956077642,7.973344236,6.525750678,7.790041031,7.969577211,7.575961101
argA,4.305921278,2.875164209,3.059257218,3.060098585,4.378257991,3.57070982,5.395096157,5.970072775,5.583029683,4.062071252,6.786389002,4.691164879
argB,5.010752842,4.857932964,4.761247443,4.608561751,5.606068625,4.878932606,6.206553454,6.201432379,6.242319721,5.714769161,6.127174627,5.363940975
argC,4.597001437,4.035308594,3.447847771,3.403751415,5.187759213,4.593848038,5.208738863,5.694384258,6.082599761,5.25178206,5.737703654,4.743771959
argD,3.552876099,3.446128737,2.762849217,3.428998246,4.565708163,4.144220349,5.029750154,5.246790676,4.722356551,3.590767972,5.539700958,3.739595723
argE,5.520509821,4.951285027,4.571445375,4.959389101,6.152467024,5.156462209,6.310020505,6.502583456,6.284884271,5.353754052,6.866124134,5.259434137
argG,6.286314327,5.742832193,5.045857234,5.489129416,6.745945319,5.71509167,6.96392213,7.518456754,7.407500264,6.321155153,7.959697586,6.242448363
argH,6.82539545,6.508124441,6.065469091,5.938491071,7.55806738,5.866058289,7.578345676,7.670321626,7.823028071,7.2438684,7.719340249,6.707161912
argI,2.787044417,2.594274625,2.388448808,2.36584946,3.437831912,3.42840113,5.909862166,6.201432379,5.19379519,4.537126357,6.35531099,6.128398078
argR,3.738270261,3.718449416,3.013921285,3.722295367,4.451437637,3.834116274,4.330010862,3.913148221,3.857096996,3.348396791,4.421078721,3.739595723
argS,6.00870363,5.725321092,6.34182837,6.498641448,6.113932207,6.091835805,4.357887081,4.71905375,5.125165448,4.177873934,5.011681315,3.250214154
argT,9.248969486,8.359447007,8.846451051,9.010265847,9.182764842,7.785111346,12.25344555,11.02473205,8.665649281,8.78709411,10.36362182,9.286143377
arnT,0.658708418,0.04093922,1.06506632,0.780805482,1.619835106,1.38357723,0.154497435,1.402984775,0.396002577,0.778581957,0.400375956,1.458599818
aroA,7.332932653,7.778590475,8.158603588,8.487059902,8.235755271,8.074692614,5.66420515,6.250466881,6.489813606,5.848866567,5.978535987,4.394793315
aroB,5.698508438,6.061659862,6.109108542,6.297821734,6.206997805,6.879677257,4.921866334,5.35325148,5.301384668,5.67592496,4.905871111,4.843556128
aroC,5.742485677,6.182075468,6.037508463,6.044209839,6.515207689,6.121387585,4.784867708,5.340365757,6.070484925,5.688989598,4.634910367,4.520742021
aroD,5.02862589,4.27092816,4.37085753,4.842308552,5.084218317,4.434394403,4.301584813,3.913148221,4.41250523,4.140297819,4.07540813,4.021274137
aroE,3.339999835,4.936140006,4.199670149,5.002004611,4.285236677,5.562423475,3.125194645,3.727500311,3.799486457,3.533896365,3.323031869,3.515622458
aroF,10.09675459,8.452840422,6.493602667,8.229988955,7.703901403,6.838128231,4.825356113,4.57244871,5.513135725,4.062071252,4.214925963,4.636565409
aroG,7.140926767,9.012401796,8.629489204,9.178517421,9.557434981,9.408380019,6.701157304,7.371048209,7.917356986,8.424716283,6.461811247,7.037173238
aroH,4.548264225,4.00658169,3.413390689,3.930933505,4.347913115,4.620243429,2.577489015,3.947569154,3.799486457,3.412926304,3.685185387,2.231895253
aroK,5.131448233,5.742832193,6.043144113,6.238475103,6.027263517,6.986648851,4.633472821,4.815336156,4.897193331,5.70193697,4.531955639,4.021274137
aroL,6.096041422,5.199776111,4.814954636,5.051534642,4.723710549,5.229707164,4.489712588,4.167913085,3.857096996,4.25020836,3.148053403,2.92436909
aroM,1.005901477,2.244134095,1.772119263,2.607199367,2.376196883,3.190328614,1.996751073,1.402984775,0.396002577,-1.14456266,-1.14456266,-1.14456266
aroP,8.567606441,8.305970098,7.614912077,8.259263567,8.792545546,7.954109931,5.253930888,5.782759353,6.777517761,6.426310333,5.798093118,5.363940975
arsB,1.005901477,1.632120246,-1.14456266,0.59996766,0.648269063,0.336426748,0.639427359,0.57980147,1.335513986,0.778581957,1.887696574,-1.14456266
arsR,0.169307087,-1.14456266,-1.14456266,0.124258233,-0.021124796,-0.005082435,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
artI,4.898596823,4.554975603,4.539892996,4.662698005,5.474198195,4.27737277,5.113871063,4.887985489,5.148406791,4.537126357,5.467161735,4.743771959
artJ,5.046280139,3.682562565,3.103203875,3.154025009,5.821904829,4.49270719,6.599793368,6.780501258,6.489813606,5.47938783,7.435532634,4.256775916
artM,2.287124403,3.311530153,3.638865955,3.092095514,3.801297577,3.367284569,2.669780771,2.960458629,3.394918736,4.062071252,2.440603361,2.501831767
artP,2.787044417,2.741607747,1.656951679,2.607199367,3.398841768,3.579714563,2.577489015,3.263920196,3.043839098,2.195417295,3.148053403,2.92436909
artQ,2.161956914,3.488332863,3.227503291,3.123394332,4.437095916,3.780473794,3.058650775,2.741810914,3.470749835,2.690038402,3.619684692,2.728660382
ascB,2.024617477,0.490617291,0.626040423,-0.233394293,1.473989129,1.250163792,1.255666409,0.915725688,1.634841947,1.142112545,0.400375956,1.458599818
ascF,1.005901477,1.469254964,1.06506632,-0.233394293,-0.165749464,0.121745392,0.639427359,1.760580758,1.880704813,2.195417295,2.27917705,0.804561649
ascG,3.940772686,3.885576928,3.187254339,2.693353613,3.338298716,3.641217357,3.125194645,3.877884375,2.089747114,3.280832743,3.551059262,3.389035879
asd,9.621403742,9.902860891,10.54126128,10.32397386,9.169999194,9.305259296,9.111459957,8.942252496,8.371928521,9.421840063,9.03441902,8.256908906
aslB,3.090005404,1.909674822,1.393037856,1.866355798,2.134649391,2.704682599,1.675275111,2.044750511,1.634841947,1.142112545,2.440603361,1.898039616
asmA,6.225636365,6.182075468,6.382406893,6.387330474,6.660086363,6.85674235,6.611414204,6.681809738,6.552127924,6.410623175,6.612340105,6.693857625
asnA,8.956336508,10.17327536,10.00878372,10.50150909,8.544890673,10.89864806,9.196857047,10.55711261,8.887295241,10.72865862,8.966974962,9.893869635
asnB,8.208632596,8.667460904,8.039608209,8.387730128,8.120868235,9.059474291,7.551451306,8.857750297,7.161309869,8.826050034,8.024318675,8.336115117
asnC,7.884865088,8.067983066,8.156005339,8.247801954,8.728506199,8.337782742,7.441819072,7.639097947,7.454869326,7.039757544,7.242603799,6.523830456
aspA,8.912498404,8.258065302,8.367300125,8.011749186,7.358902795,6.851183289,9.53330839,9.171407161,8.481204892,8.858210544,9.473345307,9.091896119
aspC,10.04556595,9.91835411,10.37051215,11.02201785,9.804980103,9.215265511,10.09535836,9.782655638,9.203828155,9.037431124,9.293634687,8.283797056
aspS,8.057989168,7.91033407,7.494619567,7.825025641,8.273225309,7.777804455,7.186121038,7.037577533,6.770046117,6.531588893,6.907827353,5.820918056
asr,3.822718504,3.357811199,3.982067889,4.457484779,3.103715873,2.120729452,6.899028901,6.059270655,6.070484925,6.054648136,5.737703654,5.552659643
astA,2.161956914,3.357811199,1.656951679,3.213392485,2.747355123,3.105479645,6.754537879,5.642841808,4.333566771,4.64835278,5.371035859,5.581844769
astB,3.156702039,2.937542598,1.656951679,2.888436333,3.456937476,2.61960048,5.48628584,4.108320124,3.676850297,3.474683089,4.531955639,4.18247159
astC,4.445549485,4.574672154,4.44086776,4.493780314,3.456937476,4.203630089,7.963241339,7.181784608,5.847250244,6.287194681,6.725500294,7.215338757
astD,3.648556922,3.718449416,2.868616656,3.616444367,3.916111323,3.25926669,6.845911229,6.158034043,5.028263183,4.726480352,5.978535987,5.820918056
astE,2.700105232,2.244134095,2.388448808,3.548982175,4.168532269,3.117912415,5.162084853,3.317609911,2.709352471,3.348396791,3.148053403,3.631962725
atoA,-1.14456266,0.04093922,-1.14456266,-1.14456266,-0.340399338,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,0.400375956,0.804561649
atoB,0.169307087,0.813307996,0.864408982,0.780805482,0.408571111,1.048683592,1.675275111,1.181552541,1.335513986,0.778581957,0.400375956,-1.14456266
atoC,1.872409522,2.141213121,2.816710004,2.008769244,1.584796819,2.601958204,3.520582185,3.026504243,2.433038119,4.101715412,3.974275373,3.933364168
atoD,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.57230235,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,0.400375956,-1.14456266
atoE,0.658708418,0.04093922,0.328725926,0.124258233,0.104113823,0.516202858,1.255666409,0.10884003,0.950201861,0.261889892,0.400375956,-1.14456266
atoS,3.738270261,2.594274625,3.884904066,3.184015617,2.936588225,2.61960048,3.830369867,4.2801787,3.542781318,3.280832743,3.865501508,4.936879918
atpA,9.801088195,9.409781048,9.060935257,9.201550567,9.963937792,8.865628263,6.96392213,8.204210708,9.35755004,8.551719983,8.499249391,7.680833421
atpB,7.479804624,7.944786045,7.387943188,7.910264288,8.219792741,8.266136729,5.595647816,5.953245315,7.091089368,6.746777091,6.31454774,5.429629227
atpC,8.064500048,7.571255989,7.801035903,7.946710704,8.119746686,7.286240034,6.860592904,7.665164382,8.599742018,7.966706024,7.817422224,8.256908906
atpD,10.20581406,10.18853023,10.72646662,10.69506221,10.42511426,9.532527952,8.665508372,9.193964009,9.92176063,9.600115412,9.39119528,8.51318621
atpE,8.482647971,8.803004559,8.273330433,8.516013592,9.216730755,8.830510686,7.089717916,7.100061785,7.840968111,7.796090819,6.900959997,5.93839744
atpF,8.060162728,8.139133275,8.103032799,8.221900785,8.592559959,7.882794459,6.634378762,6.81816196,7.947477434,7.689626299,6.830426227,5.892547281
atpG,9.11110861,8.779867061,9.291487338,9.20337743,9.463750551,8.147178655,7.110340039,7.814715486,8.381766331,8.099828514,7.683773239,6.597125066
atpH,7.693707174,7.73987511,6.975492643,7.088722546,7.880710827,7.219490081,5.473606429,6.098060854,7.114878,7.084933481,5.965429433,5.329939833
atpI,5.227425206,5.400689989,5.10094053,5.576309178,5.488172966,6.480667115,3.520582185,4.527669483,4.558488654,3.891590314,4.300956729,3.515622458
avtA,5.317411886,6.040575841,6.130442994,6.698400232,4.966021965,6.678834197,4.784867708,5.246790676,4.951059033,4.960002543,4.531955639,4.579816561
baeR,4.118279568,4.841769377,4.976853896,4.959389101,4.4750279,4.71717262,4.357887081,4.384327196,3.230082065,4.726480352,3.865501508,3.739595723
baeS,1.50675362,2.030199546,2.156357825,1.789321157,1.39479921,1.876515111,0.983904798,1.909857469,1.880704813,0.778581957,0.955758142,0.804561649
barA,3.156702039,3.7534632,3.934305241,4.23252161,4.777817688,4.487936883,2.838199673,3.317609911,3.799486457,3.645476578,2.948738551,3.933364168
basR,2.607531025,2.937542598,2.967104776,2.77460641,2.731706882,2.815880163,2.669780771,2.660811997,2.433038119,4.021305152,2.837620345,-1.14456266
basS,2.287124403,2.429952245,2.918707025,3.298080719,2.950159195,3.080286144,1.996751073,2.81846539,2.709352471,3.474683089,2.27917705,2.231895253
bax,5.999671831,5.378454992,5.330301595,5.08363417,4.236373082,4.663189448,7.043284123,7.700883826,7.144072568,7.549826917,8.448345971,7.772280789
bcp,7.02107675,7.012748109,6.497712896,7.013663918,7.47103625,7.370259859,5.771688734,5.910297301,5.301384668,5.740096078,5.768214385,4.579816561
bcr,3.090005404,3.821034916,3.725636131,3.839826347,4.047843654,4.27737277,3.125194645,2.741810914,3.230082065,3.280832743,2.837620345,2.501831767
bcsA,3.502538225,3.7534632,4.316023771,3.913167376,4.479699976,3.841618899,3.748448948,3.208145339,4.11494029,3.056677113,2.440603361,3.096523317
bcsC,4.818666763,5.827334267,6.350944974,6.161624566,5.765648164,5.5759687,4.656098509,5.55634019,5.513135725,5.608765607,4.905871111,4.256775916
bcsZ,3.020056016,3.718449416,3.884904066,3.965821487,3.708748557,3.515464454,3.188788908,2.891221262,3.611376894,3.280832743,1.887696574,3.389035879
