gene_name,glu1,glu2,glu6,glu7,glu11,glu12,gly1,gly2,gly6,gly7,gly11,gly12
YP_003044034.1,1.872409522,2.594274625,2.918707025,2.36584946,1.956213143,2.471943915,1.845238606,2.574940804,1.634841947,2.581544051,2.837620345,2.728660382
YP_003044035.1,4.014420386,3.947349768,4.219726587,4.794619003,4.591836097,4.987668966,4.242993251,4.57244871,3.912490909,3.979351652,3.865501508,2.92436909
YP_003044036.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.57230235,-1.14456266,-1.14456266,-1.14456266,0.396002577,-1.14456266,-1.14456266,-1.14456266
YP_003044037.1,-1.14456266,0.813307996,-1.14456266,0.124258233,0.3162332,0.810426666,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003044038.1,-1.14456266,0.04093922,-1.14456266,-0.233394293,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003044040.1,-1.14456266,-1.14456266,-1.14456266,-0.233394293,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,0.261889892,-1.14456266,-1.14456266
YP_003044042.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.165749464,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003044043.1,-1.14456266,0.04093922,-0.081165644,0.124258233,0.215468341,0.23446579,0.154497435,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003044044.1,1.005901477,0.490617291,1.393037856,1.866355798,1.5119274,1.752629909,2.838199673,1.760580758,0.396002577,1.142112545,2.096977156,-1.14456266
YP_003044045.1,1.005901477,1.777799163,1.656951679,1.789321157,2.565004304,2.584095042,3.364239935,2.483565826,1.634841947,2.195417295,2.440603361,2.728660382
YP_003044046.1,3.22043646,2.030199546,2.315226014,2.650926218,3.651879253,2.73734551,3.30810401,2.891221262,2.940786701,2.885061637,2.837620345,2.501831767
YP_003044047.1,-1.14456266,-1.14456266,-1.14456266,-0.233394293,-0.165749464,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,0.400375956,-1.14456266
YP_003044048.1,2.402133773,3.916794537,3.577968833,4.407623815,4.322128358,4.075909516,2.669780771,3.026504243,3.314863079,3.533896365,2.585564792,3.096523317
YP_003044049.1,2.869000612,4.554975603,4.571445375,5.344297439,5.040626804,5.932496967,5.326239871,4.333193505,3.799486457,4.824471917,3.323031869,3.096523317
YP_003044051.1,-1.14456266,-1.14456266,-0.081165644,-0.233394293,-0.021124796,-0.005082435,-1.14456266,-1.14456266,0.396002577,-1.14456266,0.400375956,-1.14456266
YP_003044053.1,-1.14456266,-1.14456266,0.626040423,-1.14456266,-0.340399338,-0.328638789,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003044054.1,-1.14456266,-1.14456266,-0.081165644,0.124258233,-0.165749464,-0.005082435,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003044055.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.57230235,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003044057.1,0.169307087,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.328638789,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003044058.1,2.024617477,2.875164209,2.315226014,2.467348851,2.396245648,2.412372376,2.372776568,1.402984775,3.043839098,2.195417295,2.717142687,3.250214154
YP_003044060.1,-1.14456266,-1.14456266,-1.14456266,-0.233394293,-0.165749464,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003044063.1,0.658708418,1.069845507,2.069687809,1.866355798,1.584796819,1.962721439,1.675275111,1.593346297,0.396002577,1.142112545,0.955758142,-1.14456266
YP_003044064.1,1.005901477,0.813307996,0.328725926,1.07954682,1.074094981,1.250163792,0.154497435,1.181552541,0.396002577,0.778581957,-1.14456266,1.458599818
YP_003044066.1,0.169307087,1.069845507,1.239066079,0.124258233,0.408571111,1.934570751,2.258187993,0.915725688,1.335513986,0.778581957,1.341744444,0.804561649
YP_003044067.1,0.169307087,0.04093922,0.328725926,0.124258233,-1.14456266,-0.328638789,-1.14456266,0.10884003,0.396002577,-1.14456266,-1.14456266,0.804561649
YP_003044068.1,-1.14456266,-1.14456266,-0.081165644,0.124258233,-0.340399338,-1.14456266,0.154497435,-1.14456266,-1.14456266,1.142112545,-1.14456266,-1.14456266
YP_003044299.1,-1.14456266,0.04093922,-1.14456266,-1.14456266,-0.57230235,-0.563826259,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003044363.1,-1.14456266,-1.14456266,-0.081165644,-1.14456266,-1.14456266,-0.563826259,-1.14456266,0.10884003,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003044544.1,-1.14456266,-1.14456266,-0.081165644,-1.14456266,-0.57230235,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003044545.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.165749464,-0.563826259,-1.14456266,0.10884003,-1.14456266,-1.14456266,0.400375956,0.804561649
YP_003044546.1,2.287124403,2.66984026,2.238018242,2.256535936,1.928768743,2.510316822,1.845238606,2.385922444,3.043839098,2.885061637,1.887696574,3.250214154
YP_003044551.1,-1.14456266,-1.14456266,-1.14456266,0.124258233,-1.14456266,-0.328638789,0.154497435,-1.14456266,0.396002577,-1.14456266,-1.14456266,-1.14456266
YP_003044553.1,-1.14456266,-1.14456266,-0.081165644,-1.14456266,-1.14456266,-0.563826259,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003044554.1,0.169307087,0.04093922,-0.081165644,-0.233394293,-0.57230235,0.336426748,0.639427359,0.10884003,-1.14456266,0.261889892,-1.14456266,-1.14456266
YP_003044592.1,0.169307087,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.328638789,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003044622.1,1.279535868,1.069845507,0.864408982,1.07954682,0.408571111,0.516202858,1.255666409,0.10884003,0.950201861,1.42689579,0.955758142,0.804561649
YP_003044625.1,-1.14456266,0.04093922,-1.14456266,0.387042983,-0.165749464,0.596683146,0.154497435,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003044626.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.563826259,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003044690.1,2.607531025,2.429952245,1.977337143,2.312245118,2.808289868,2.637027325,3.705671164,2.960458629,3.314863079,3.280832743,3.403127684,2.728660382
YP_003044691.1,2.287124403,2.594274625,3.413390689,4.218128117,3.186242616,3.561648355,4.70031177,3.947569154,4.066932431,4.700905348,4.667657167,3.631962725
YP_003044710.1,-1.14456266,0.04093922,-0.081165644,-0.233394293,-0.165749464,0.596683146,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003044713.1,-1.14456266,1.069845507,1.06506632,0.938810998,1.266618037,1.340552926,0.983904798,1.593346297,0.950201861,0.261889892,1.341744444,-1.14456266
YP_003044719.1,-1.14456266,0.813307996,-0.081165644,0.780805482,0.573613538,1.425280607,2.75646861,-1.14456266,2.089747114,1.42689579,-1.14456266,-1.14456266
YP_003044725.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.340399338,-0.151607991,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003044726.1,-1.14456266,-1.14456266,-0.081165644,0.124258233,-0.340399338,0.336426748,0.154497435,-1.14456266,-1.14456266,0.778581957,-1.14456266,-1.14456266
YP_003044729.1,1.50675362,1.069845507,1.393037856,1.206669469,1.473989129,1.465745832,1.845238606,1.760580758,1.634841947,1.863384156,0.400375956,0.804561649
YP_003044732.1,0.169307087,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.563826259,-1.14456266,-1.14456266,-1.14456266,-1.14456266,0.400375956,0.804561649
YP_003044735.1,0.658708418,0.04093922,-1.14456266,0.124258233,0.104113823,0.429826472,-1.14456266,0.915725688,-1.14456266,1.662278962,0.955758142,1.898039616
YP_003044736.1,3.090005404,3.607987039,3.447847771,3.638246641,4.539097939,5.399302341,3.661582857,3.026504243,3.043839098,3.135350084,2.27917705,2.728660382
YP_003044737.1,-1.14456266,0.04093922,1.239066079,1.07954682,0.215468341,0.874259721,0.154497435,0.57980147,-1.14456266,0.778581957,-1.14456266,0.804561649
YP_003044738.1,1.005901477,0.04093922,1.06506632,1.528716401,0.966163097,0.993108595,0.983904798,0.57980147,-1.14456266,0.261889892,0.955758142,0.804561649
YP_003044741.1,3.22043646,3.109874429,3.481498342,3.123394332,3.793808405,3.615180267,3.520582185,3.60341114,3.676850297,3.412926304,3.403127684,4.394793315
YP_003044742.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.165749464,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003044744.1,1.005901477,0.490617291,0.626040423,0.938810998,0.718619532,0.336426748,0.154497435,0.10884003,1.880704813,1.142112545,-1.14456266,0.804561649
YP_003044748.1,-1.14456266,-1.14456266,-1.14456266,0.124258233,0.104113823,0.596683146,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,0.804561649
YP_003044888.1,1.279535868,0.813307996,1.656951679,0.387042983,1.548844669,1.84655887,1.675275111,1.760580758,1.335513986,-1.14456266,1.341744444,-1.14456266
YP_003044954.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.57230235,0.23446579,0.639427359,-1.14456266,0.396002577,-1.14456266,-1.14456266,-1.14456266
YP_003044994.1,1.005901477,1.632120246,1.239066079,1.429612449,1.68735496,2.26281716,1.481501414,0.57980147,0.396002577,0.778581957,0.400375956,1.458599818
YP_003045100.1,-1.14456266,0.490617291,-0.081165644,-0.233394293,-0.340399338,0.336426748,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003045101.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,0.104113823,0.336426748,-1.14456266,0.10884003,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003045102.1,-1.14456266,-1.14456266,-1.14456266,-0.233394293,-0.57230235,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003045183.1,1.005901477,1.469254964,-0.081165644,1.429612449,1.353406739,1.250163792,1.996751073,1.181552541,0.950201861,0.778581957,2.440603361,1.458599818
YP_003045184.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.340399338,-0.563826259,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003045185.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.57230235,-0.563826259,-1.14456266,-1.14456266,-1.14456266,0.261889892,-1.14456266,0.804561649
YP_003045186.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.328638789,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003045187.1,-1.14456266,0.04093922,-0.081165644,-0.233394293,-0.165749464,0.672123583,0.983904798,-1.14456266,0.396002577,0.261889892,-1.14456266,-1.14456266
YP_003045188.1,3.156702039,3.163005359,3.638865955,4.033160204,3.503619401,3.885831771,3.418265311,3.026504243,3.676850297,3.474683089,2.948738551,2.728660382
YP_003045189.1,-1.14456266,-1.14456266,-0.081165644,0.938810998,-0.340399338,0.23446579,-1.14456266,0.10884003,0.396002577,0.261889892,-1.14456266,-1.14456266
YP_003045191.1,-1.14456266,-1.14456266,-0.081165644,-1.14456266,-0.57230235,-1.14456266,-1.14456266,0.10884003,0.950201861,-1.14456266,-1.14456266,-1.14456266
YP_003045194.1,-1.14456266,0.04093922,0.328725926,-1.14456266,-1.14456266,-0.328638789,0.639427359,0.57980147,0.396002577,-1.14456266,-1.14456266,-1.14456266
YP_003045195.1,1.005901477,1.284323171,2.315226014,2.467348851,0.408571111,1.465745832,1.255666409,1.181552541,0.396002577,1.863384156,0.400375956,0.804561649
YP_003045196.1,-1.14456266,0.04093922,0.328725926,-0.233394293,-0.165749464,-0.151607991,0.154497435,-1.14456266,0.396002577,0.261889892,-1.14456266,1.458599818
YP_003045197.1,1.279535868,2.66984026,2.524469212,2.693353613,2.15839243,2.452362542,0.154497435,2.385922444,1.634841947,1.863384156,1.641516703,1.458599818
YP_003045198.1,0.169307087,0.04093922,0.328725926,-1.14456266,-1.14456266,0.429826472,0.154497435,-1.14456266,-1.14456266,-1.14456266,-1.14456266,0.804561649
YP_003045200.1,-1.14456266,0.04093922,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,0.400375956,-1.14456266
YP_003045201.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,0.154497435,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003045202.1,0.169307087,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003045203.1,-1.14456266,-1.14456266,-1.14456266,-0.233394293,-1.14456266,-0.563826259,0.154497435,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003045204.1,0.169307087,-1.14456266,-1.14456266,-1.14456266,-0.57230235,0.121745392,-1.14456266,0.57980147,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003045205.1,1.701594873,1.469254964,1.878486406,2.312245118,2.762833939,1.962721439,0.639427359,1.760580758,2.089747114,2.790871234,0.400375956,3.250214154
YP_003045206.1,2.024617477,2.244134095,2.069687809,2.851489903,1.813276146,1.905843576,1.675275111,1.593346297,2.089747114,1.142112545,1.341744444,1.458599818
YP_003045207.1,0.169307087,-1.14456266,-1.14456266,-0.233394293,-0.165749464,-0.563826259,0.983904798,0.10884003,-1.14456266,-1.14456266,0.955758142,-1.14456266
YP_003045226.1,0.169307087,1.069845507,-1.14456266,0.938810998,1.310709818,0.23446579,0.639427359,2.044750511,1.634841947,-1.14456266,0.400375956,-1.14456266
YP_003045228.1,0.658708418,1.284323171,2.238018242,1.939368689,1.619835106,2.391947558,0.983904798,1.181552541,0.950201861,1.863384156,0.400375956,1.898039616
YP_003045230.1,0.658708418,0.04093922,-0.081165644,1.07954682,-0.021124796,0.672123583,0.983904798,2.28107207,2.271761073,1.142112545,0.955758142,2.92436909
YP_003045231.1,-1.14456266,-1.14456266,0.626040423,0.124258233,-1.14456266,0.121745392,0.154497435,0.10884003,-1.14456266,1.142112545,0.400375956,-1.14456266
YP_003045232.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.563826259,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003045250.1,1.005901477,1.284323171,1.531325051,1.07954682,0.648269063,1.543254621,0.154497435,1.181552541,-1.14456266,1.142112545,0.400375956,1.898039616
YP_003045391.1,2.607531025,1.632120246,2.069687809,2.562090015,1.5119274,1.296115878,3.30810401,2.574940804,2.271761073,2.581544051,2.27917705,3.096523317
YP_003045392.1,3.281461771,2.809943836,3.413390689,3.378053213,2.990117586,2.391947558,3.94512394,3.947569154,3.230082065,3.645476578,3.403127684,4.636565409
YP_003045498.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,0.935052876,-1.14456266,0.10884003,-1.14456266,-1.14456266,0.955758142,-1.14456266
YP_003045555.1,3.601511777,4.889726544,4.474637679,4.924366088,5.132475356,4.997769446,3.520582185,3.089641103,4.161399886,3.891590314,3.807869657,4.691164879
YP_003045698.1,2.287124403,2.809943836,2.524469212,2.515506793,2.204714673,1.61662547,1.675275111,2.741810914,0.950201861,1.863384156,2.096977156,2.501831767
YP_003045699.1,1.005901477,1.469254964,1.656951679,0.59996766,2.778146992,2.432507975,2.478808946,0.57980147,1.634841947,1.42689579,1.887696574,2.501831767
YP_003045700.1,0.169307087,0.04093922,0.864408982,1.206669469,1.473989129,1.101997975,0.983904798,0.10884003,1.335513986,1.662278962,-1.14456266,-1.14456266
YP_003045701.1,0.169307087,-1.14456266,1.239066079,1.528716401,1.074094981,1.202582163,-1.14456266,1.181552541,1.335513986,2.336112447,0.400375956,0.804561649
YP_003045836.1,1.005901477,1.632120246,1.393037856,1.206669469,2.715885433,1.934570751,0.983904798,1.760580758,1.880704813,1.662278962,1.341744444,1.458599818
YP_003045837.1,2.287124403,1.777799163,1.656951679,1.621147031,1.843055586,2.043940294,2.577489015,2.385922444,2.709352471,4.21449498,2.717142687,2.501831767
YP_003045838.1,2.024617477,1.069845507,0.328725926,1.866355798,1.353406739,1.465745832,2.133511042,2.574940804,3.739474064,4.416595346,2.837620345,3.631962725
YP_003045839.1,1.005901477,1.469254964,-1.14456266,-0.233394293,-0.165749464,0.874259721,0.639427359,0.57980147,2.271761073,1.42689579,1.641516703,-1.14456266
YP_003045840.1,4.818666763,3.607987039,2.388448808,2.650926218,1.751739463,1.990318907,3.188788908,2.385922444,3.230082065,3.135350084,3.051855849,2.728660382
YP_003045985.1,2.869000612,2.340080965,2.238018242,1.789321157,2.63403818,1.990318907,2.988868548,3.089641103,1.335513986,2.336112447,2.27917705,2.92436909
YP_003045986.1,2.287124403,0.813307996,0.864408982,1.621147031,2.085930983,2.017385007,2.258187993,1.909857469,0.950201861,1.662278962,0.400375956,1.458599818
YP_003045989.1,1.872409522,2.030199546,1.06506632,0.124258233,1.719920157,1.543254621,1.845238606,2.167844039,0.950201861,1.42689579,1.641516703,0.804561649
YP_003045991.1,-1.14456266,0.490617291,-1.14456266,0.124258233,0.3162332,0.23446579,0.639427359,0.10884003,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003045997.1,-1.14456266,-1.14456266,0.626040423,0.124258233,-0.340399338,-0.005082435,0.639427359,-1.14456266,0.396002577,0.261889892,-1.14456266,-1.14456266
YP_003045999.1,2.700105232,2.997317952,2.524469212,2.77460641,3.447416429,2.529122468,2.669780771,2.660811997,0.950201861,2.336112447,2.440603361,2.231895253
YP_003046000.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.57230235,-0.151607991,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003046001.1,2.287124403,3.853667527,3.413390689,3.298080719,3.845432489,3.356840955,0.154497435,0.915725688,3.542781318,1.662278962,0.955758142,2.501831767
YP_003046002.1,1.872409522,4.091098885,3.958384548,3.722295367,3.916111323,3.270441365,1.675275111,2.167844039,3.230082065,1.142112545,2.096977156,0.804561649
YP_003046003.1,3.902486666,5.121608248,6.472874002,6.242034489,4.003094926,4.733384239,2.258187993,2.28107207,4.523355236,3.698181102,0.955758142,1.898039616
YP_003046004.1,3.601511777,5.010322969,5.503826309,5.290307036,3.916111323,4.57597875,2.669780771,3.317609911,3.965832754,3.749023528,3.920915173,1.898039616
YP_003046005.1,4.418685018,5.742832193,6.682382527,6.629413063,4.942528223,6.181690785,2.669780771,3.64597429,4.924377676,4.021305152,1.887696574,2.728660382
YP_003046006.1,1.279535868,2.741607747,3.145844317,3.403751415,1.473989129,3.202050598,-1.14456266,0.57980147,1.880704813,1.142112545,-1.14456266,-1.14456266
YP_003046007.1,-1.14456266,1.284323171,2.156357825,1.707779131,-0.340399338,2.328850255,-1.14456266,0.915725688,1.335513986,1.142112545,-1.14456266,0.804561649
YP_003046008.1,0.169307087,1.909674822,2.238018242,2.993879944,0.3162332,2.671255534,-1.14456266,1.402984775,1.880704813,1.863384156,0.400375956,0.804561649
YP_003046009.1,0.169307087,0.04093922,1.656951679,2.138078784,-0.340399338,1.101997975,-1.14456266,0.57980147,1.335513986,1.863384156,-1.14456266,1.458599818
YP_003046012.1,3.22043646,5.586738584,6.182438262,6.474637289,2.909054415,5.965460865,2.258187993,4.758341529,4.951059033,4.960002543,2.948738551,4.636565409
YP_003046013.1,4.418685018,6.439982622,6.577550017,7.361660658,2.936588225,6.57811161,2.669780771,4.409229475,4.523355236,4.64835278,2.27917705,3.389035879
YP_003046014.1,0.658708418,1.469254964,3.227503291,2.77460641,0.785190935,2.90476351,1.255666409,0.915725688,1.880704813,1.142112545,0.955758142,0.804561649
YP_003046017.1,-1.14456266,0.490617291,-1.14456266,-0.233394293,-0.57230235,-0.328638789,-1.14456266,-1.14456266,0.396002577,-1.14456266,-1.14456266,-1.14456266
YP_003046018.1,-1.14456266,-1.14456266,-1.14456266,-0.233394293,-0.57230235,0.23446579,-1.14456266,0.10884003,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003046019.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.57230235,-0.328638789,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003046021.1,-1.14456266,-1.14456266,0.864408982,0.387042983,-0.340399338,0.993108595,-1.14456266,-1.14456266,0.396002577,-1.14456266,-1.14456266,-1.14456266
YP_003046038.1,-1.14456266,-1.14456266,-0.081165644,-1.14456266,-1.14456266,-0.563826259,-1.14456266,-1.14456266,0.396002577,0.778581957,-1.14456266,-1.14456266
YP_003046039.1,-1.14456266,0.04093922,0.328725926,0.124258233,-0.340399338,-0.151607991,0.154497435,0.915725688,-1.14456266,-1.14456266,0.955758142,-1.14456266
YP_003046040.1,1.005901477,0.490617291,0.328725926,0.387042983,0.785190935,0.935052876,0.639427359,0.10884003,0.950201861,0.261889892,0.955758142,0.804561649
YP_003046041.1,2.161956914,1.469254964,0.626040423,0.780805482,1.434968744,1.425280607,0.983904798,1.181552541,-1.14456266,1.42689579,1.641516703,0.804561649
YP_003046043.1,-1.14456266,0.490617291,0.328725926,-0.233394293,-0.57230235,0.429826472,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003046265.1,2.287124403,1.632120246,2.816710004,2.650926218,3.242414359,3.732847941,3.789992042,3.026504243,2.829743201,3.135350084,2.717142687,2.92436909
YP_003046593.1,-1.14456266,-1.14456266,-1.14456266,-0.233394293,0.3162332,-0.563826259,-1.14456266,0.10884003,0.396002577,0.261889892,-1.14456266,-1.14456266
YP_003046616.1,-1.14456266,0.04093922,0.328725926,0.59996766,0.3162332,0.336426748,1.255666409,1.181552541,-1.14456266,0.261889892,0.955758142,-1.14456266
YP_003046618.1,2.287124403,2.030199546,1.772119263,1.621147031,1.983131349,1.580428267,2.75646861,3.089641103,1.880704813,3.056677113,2.440603361,-1.14456266
YP_003046637.1,2.946518091,2.244134095,2.069687809,1.707779131,2.335230105,1.784647728,2.988868548,2.741810914,2.709352471,3.412926304,3.619684692,2.231895253
YP_003046639.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.57230235,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003046640.1,2.402133773,3.163005359,3.103203875,2.607199367,3.054335116,2.875744589,1.996751073,2.960458629,3.394918736,2.581544051,1.641516703,2.231895253
YP_003046689.1,6.301093255,6.033478795,6.526161205,5.81487876,6.240405647,5.765219904,6.836039775,6.899467297,6.284884271,6.950361684,7.215183832,7.148641421
YP_003046695.1,2.161956914,2.514481243,2.706879979,2.36584946,1.928768743,2.471943915,2.577489015,2.660811997,2.577877013,2.581544051,2.096977156,3.389035879
YP_003046696.1,1.005901477,2.340080965,2.315226014,1.707779131,2.009543656,2.350195651,0.639427359,1.402984775,2.089747114,1.863384156,0.400375956,0.804561649
YP_003046697.1,-1.14456266,-1.14456266,-1.14456266,-0.233394293,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003046698.1,4.334950048,3.357811199,4.586966324,3.999884323,1.124904303,1.38357723,4.357887081,4.167913085,2.577877013,3.056677113,3.920915173,3.250214154
YP_003046699.1,0.169307087,0.04093922,-1.14456266,0.59996766,0.648269063,-0.151607991,0.154497435,1.402984775,-1.14456266,0.778581957,-1.14456266,0.804561649
YP_003046700.1,1.701594873,1.777799163,2.156357825,1.939368689,2.335230105,2.26281716,2.478808946,2.28107207,2.271761073,3.280832743,3.238206047,0.804561649
YP_003046701.1,1.50675362,-1.14456266,-0.081165644,-0.233394293,0.104113823,0.121745392,0.154497435,1.402984775,1.335513986,1.42689579,-1.14456266,1.898039616
YP_003046702.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.328638789,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003046703.1,1.701594873,1.632120246,0.864408982,2.074906101,2.249568588,2.120729452,1.255666409,0.10884003,0.396002577,1.142112545,0.955758142,-1.14456266
YP_003046704.1,1.279535868,1.069845507,1.878486406,2.312245118,2.582578473,2.861011562,1.481501414,1.181552541,0.950201861,-1.14456266,1.887696574,1.458599818
YP_003046705.1,3.396246232,3.682562565,4.005368097,3.594306625,3.338298716,3.658317299,3.520582185,2.891221262,2.709352471,2.973436686,1.341744444,3.250214154
YP_003046706.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.328638789,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003046708.1,1.872409522,2.030199546,2.315226014,2.81356451,2.249568588,3.377652838,3.058650775,1.402984775,2.433038119,1.863384156,0.400375956,3.096523317
YP_003046709.1,-1.14456266,-1.14456266,0.328725926,-0.233394293,-0.165749464,0.935052876,0.154497435,-1.14456266,-1.14456266,0.261889892,-1.14456266,-1.14456266
YP_003046714.1,-1.14456266,-1.14456266,-0.081165644,-1.14456266,-0.57230235,-0.151607991,0.154497435,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003046716.1,0.169307087,0.04093922,-1.14456266,-1.14456266,-0.021124796,0.23446579,0.154497435,0.57980147,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003046717.1,-1.14456266,-1.14456266,-1.14456266,0.780805482,0.104113823,-0.151607991,-1.14456266,0.57980147,0.396002577,0.261889892,-1.14456266,0.804561649
YP_003046718.1,0.169307087,-1.14456266,-0.081165644,-0.233394293,0.104113823,-0.563826259,-1.14456266,0.915725688,1.335513986,0.261889892,-1.14456266,-1.14456266
YP_003046829.1,0.169307087,0.813307996,1.393037856,1.206669469,0.215468341,-0.151607991,1.481501414,2.28107207,1.634841947,1.42689579,1.887696574,1.458599818
YP_003046864.1,4.548264225,3.947349768,3.227503291,3.154025009,3.838169984,3.015295573,4.610486392,4.433708824,4.250052949,3.645476578,4.495936007,4.890972848
YP_003046867.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.57230235,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266
YP_003046868.1,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-0.57230235,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,0.804561649
YP_003046869.1,0.169307087,0.813307996,0.864408982,0.59996766,0.493994953,0.672123583,0.154497435,0.915725688,-1.14456266,0.778581957,1.887696574,1.458599818
YP_003046883.1,1.701594873,1.777799163,1.772119263,1.206669469,2.009543656,2.169695258,0.639427359,2.167844039,0.396002577,2.464111871,1.341744444,-1.14456266
YP_003046884.1,0.169307087,0.490617291,0.626040423,0.124258233,1.310709818,1.250163792,1.255666409,1.181552541,0.950201861,1.142112545,1.341744444,-1.14456266
